"Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Broad_Bean_Origin","Chocolate_Type"
"twenty-four blackbirds","Palos Blancos",1026,2013,75,"U.S.A.",2.5,"Bolivia","Gorzka"
"twenty-four blackbirds","Dominican Republic",753,2011,73,"U.S.A.",2.75,"Dominican Republic","Gorzka"
"Two Ravens","Peru",1740,2016,60,"U.S.A.",3,"Peru","Deserowa"
"Un Dimanche A Paris","Dominican Republic",709,2011,63,"France",3.75,"Dominican Republic","Deserowa"
"Undone","Matagalpa",1438,2014,74,"U.S.A.",2.75,"Nicaragua","Gorzka"
"Undone","Nourish",1438,2014,70,"U.S.A.",3,"Dominican Republic","Deserowa"
"Upchurch","Madagascar, Sassy Bar",1752,2016,72,"U.S.A.",3,"Madagascar","Gorzka"
"Upchurch","Tanzania, Party Bar",1752,2016,72,"U.S.A.",3.25,"Tanzania","Gorzka"
"Urzi","Sur del Lago, Merida",1327,2014,65,"Italy",3.25,"Venezuela","Deserowa"
"Valrhona","Piura, Illanka, Quemazon",1510,2015,63,"France",4,"Peru","Deserowa"
"Valrhona","Andoa, Grand Cru blend",1145,2013,70,"France",3.5," ","Deserowa"
"Valrhona","Loma Sotavento, 2013",1153,2013,64,"France",3.5,"Dominican Republic","Deserowa"
"Valrhona","Otucan, Grand Cru",931,2012,69,"France",4,"Venezuela","Deserowa"
"Valrhona","Caraque",709,2011,56,"France",3.25," ","Deserowa"
"Valrhona","Porcelana, Pedegral",757,2011,64,"France",4,"Venezuela","Deserowa"
"Valrhona","Tainori",327,2009,64,"France",3.75,"Dominican Republic","Deserowa"
"Valrhona","Alpaco",370,2009,66,"France",3.75,"Ecuador","Deserowa"
"Valrhona","Nyangbo",395,2009,68,"France",3.5,"Ghana","Deserowa"
"Valrhona","Araguani",117,2007,72,"France",3,"Venezuela, Carribean","Gorzka"
"Valrhona","Chuao 2002 P.",129,2007,65,"France",3.75,"Venezuela","Deserowa"
"Valrhona","Manjari",129,2007,64,"France",4,"Madagascar","Deserowa"
"Valrhona","Le Noir Extra Amer",147,2007,85,"France",1.5," ","Gorzka"
"Valrhona","Abinao",153,2007,85,"France",2.5,"West Africa","Gorzka"
"Valrhona","Le Noir Amer",157,2007,71,"France",2.75,"West Africa","Gorzka"
"Valrhona","Porcelana, Maracaibo, Palmira P. 2006",162,2007,64,"France",3.25,"Venezuela","Deserowa"
"Valrhona","Caraibe",63,2006,66,"France",3,"Carribean","Deserowa"
"Valrhona","Guanaja",63,2006,70,"France",4,"South America","Deserowa"
"Valrhona","Gran Couva 2005 P.",75,2006,64,"France",2.5,"Trinidad","Deserowa"
"Valrhona","Porcelana, Maracaibo, Palmira P. 2005",75,2006,64,"France",3,"Venezuela","Deserowa"
"Valrhona","Sambirano, Ampamakia 2005, Millot P.",75,2006,64,"France",3.5,"Madagascar","Deserowa"
"Vanleer (Barry Callebaut)","Manhattan",963,2012,72,"U.S.A.",2.5,"Ghana","Gorzka"
"Vanleer (Barry Callebaut)","Napa",963,2012,65,"U.S.A.",2.75,"Ghana","Deserowa"
"Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,72,"Madagascar",2.75,"Madagascar","Gorzka"
"Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,76,"Madagascar",2.75,"Madagascar","Gorzka"
"Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,80,"Madagascar",2.75,"Madagascar","Gorzka"
"Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,70,"Madagascar",3,"Madagascar","Deserowa"
"Vao Vao (Chocolaterie Robert)","Madagascar w/ nibs",404,2009,68,"Madagascar",3,"Madagascar","Deserowa"
"Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,64,"Madagascar",3.25,"Madagascar","Deserowa"
"Vicuna","Palos Blancos",1470,2015,70,"U.S.A.",3.25,"Bolivia","Deserowa"
"Vicuna","Palos Blancos + nibs",1470,2015,70,"U.S.A.",3.25,"Bolivia","Deserowa"
"Videri","Dominican Republic",1211,2014,90,"U.S.A.",3.25,"Dominican Republic","Gorzka"
"Videri","Trinidad",1211,2014,75,"U.S.A.",3.5,"Trinidad","Gorzka"
"Videri","Mindo",1227,2014,75,"U.S.A.",3.5,"Ecuador","Gorzka"
"Videri","Dark",1117,2013,90,"U.S.A.",3.75,"Central and S. America","Gorzka"
"Videri","Classic",991,2012,70,"U.S.A.",3.25,"Central and S. America","Deserowa"
"Vietcacao (A. Morin)","Ben Tre, Mekong Delta, MoCay",951,2012,70,"France",3.5,"Vietnam","Deserowa"
"Vintage Plantations","San Martin",1205,2014,75,"U.S.A.",3,"Peru","Gorzka"
"Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,100,"U.S.A.",2,"Ecuador","Gorzka"
"Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,90,"U.S.A.",2,"Ecuador","Gorzka"
"Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,75,"U.S.A.",3,"Ecuador","Gorzka"
"Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2007",153,2007,65,"U.S.A.",3,"Ecuador","Deserowa"
"Violet Sky","Sambirano Valley",1458,2015,77,"U.S.A.",2.75,"Madagascar","Gorzka"
"Violet Sky","Moho River Valley",1458,2015,77,"U.S.A.",3,"Belize","Gorzka"
"Violet Sky","Cuyagua",1458,2015,77,"U.S.A.",3,"Venezuela","Gorzka"
"Violet Sky","Peru",1458,2015,77,"U.S.A.",3.25,"Peru","Gorzka"
"Violet Sky","Cahabon",1502,2015,77,"U.S.A.",2.75,"Guatemala","Gorzka"
"Vivra","Peru",1720,2016,70,"U.S.A.",2.5,"Peru","Deserowa"
"Vivra","Ocumare",1720,2016,70,"U.S.A.",2.5,"Venezuela","Deserowa"
"Vivra","Dominican Republic",1724,2016,70,"U.S.A.",3,"Domincan Republic","Deserowa"
"Wellington Chocolate Factory","Conacado",1756,2016,70,"New Zealand",3.5,"Dominican Republic","Deserowa"
"Wellington Chocolate Factory","Piura Blanco, Norandino",1756,2016,70,"New Zealand",3.5,"Peru","Deserowa"
"Whittakers","Ghana",733,2011,72,"New Zealand",2.5,"Ghana","Gorzka"
"Wilkie's Organic","Amazonas",1169,2013,75,"Ireland",2.5,"Peru","Gorzka"
"Wilkie's Organic","Amazonas",1169,2013,89,"Ireland",2.75,"Peru","Gorzka"
"Wilkie's Organic","Tumbes",1169,2013,75,"Ireland",3.25,"Peru","Gorzka"
"Wilkie's Organic","Amazonas w/ nibs",1173,2013,75,"Ireland",2.75,"Peru","Gorzka"
"Willie's Cacao","Los Llanos",1848,2016,70,"U.K.",4,"Colombia","Deserowa"
"Willie's Cacao","Los Llanos",1227,2014,88,"U.K.",3,"Colombia","Gorzka"
"Willie's Cacao","Java, Indonesian Black",1109,2013,100,"U.K.",2.25,"Indonesia","Gorzka"
"Willie's Cacao","Sambirano",593,2010,71,"U.K.",3,"Madagascar","Gorzka"
"Willie's Cacao","Hacienda Las Trincheras",593,2010,72,"U.K.",3.5,"Venezuela","Gorzka"
"Willie's Cacao","Java",593,2010,69,"U.K.",3.75,"Indonesia","Deserowa"
"Willie's Cacao","San Martin",457,2009,70,"U.K.",3,"Peru","Deserowa"
"Willie's Cacao","Rio Caribe",457,2009,72,"U.K.",3.25,"Venezuela","Gorzka"
"Wm","Guasare, Zulia Prov., 2015, batch 124",1912,2016,74,"U.S.A.",3,"Venezuela","Gorzka"
"Wm","Wild Beniano, 2016, batch 128, Heirloom",1912,2016,76,"U.S.A.",3.5,"Bolivia","Gorzka"
"Wm","Ghana, 2013, batch 129",1916,2016,75,"U.S.A.",3.75,"Ghana","Gorzka"
"Woodblock","Maranon, Cajamarca",1243,2014,70,"U.S.A.",3,"Peru","Deserowa"
"Woodblock","Camino Verde P., Balao, Guayas",1042,2013,70,"U.S.A.",3.25,"Ecuador","Deserowa"
"Woodblock","Gran Couva",1042,2013,70,"U.S.A.",3.5,"Trinidad","Deserowa"
"Woodblock","Ecuador",825,2012,70,"U.S.A.",2.5,"Ecuador","Deserowa"
"Woodblock","Costa Rica",825,2012,70,"U.S.A.",3,"Costa Rica","Deserowa"
"Woodblock","Sambirano",951,2012,70,"U.S.A.",3.25,"Madagascar","Deserowa"
"Woodblock","Ocumare",741,2011,70,"U.S.A.",4,"Venezuela","Deserowa"
"Woodblock","La Red",769,2011,70,"U.S.A.",3.5,"Dominican Republic","Deserowa"
"Xocolat","Hispaniola",1057,2013,66,"Domincan Republic",3,"Dominican Republic","Deserowa"
"Xocolla","Sambirano, batch 170102",1948,2017,70,"U.S.A.",2.75,"Madagascar","Deserowa"
"Xocolla","Hispaniola, batch 170104",1948,2017,70,"U.S.A.",2.5,"Dominican Republic","Deserowa"
"Zak's","Papua New Guinea, Batch 2",1574,2015,70,"U.S.A.",3,"Papua New Guinea","Deserowa"
"Zak's","Dominican Republic, Batch D2",1578,2015,70,"U.S.A.",3.25,"Domincan Republic","Deserowa"
"Zak's","Madagascar, Batch 2",1578,2015,70,"U.S.A.",3.25,"Madagascar","Deserowa"
"Zak's","Peru, Batch 1",1578,2015,70,"U.S.A.",3.25,"Peru","Deserowa"
"Zak's","Belize, Batch 2",1578,2015,70,"U.S.A.",3.5,"Belize","Deserowa"
"Zak's","House Blend, Batch 2",1582,2015,60,"U.S.A.",3," ","Deserowa"
"Zart Pralinen","Millot P., Ambanja",1820,2016,70,"Austria",3.5,"Madagascar","Deserowa"
"Zart Pralinen","UNOCACE",1824,2016,70,"Austria",2.75,"Ecuador","Deserowa"
"Zart Pralinen","San Juan Estate",1824,2016,85,"Austria",2.75,"Trinidad","Gorzka"
"Zart Pralinen","Kakao Kamili, Kilombero Valley",1824,2016,85,"Austria",3,"Tanzania","Gorzka"
"Zart Pralinen","Kakao Kamili, Kilombero Valley",1824,2016,70,"Austria",3.5,"Tanzania","Deserowa"
"Zart Pralinen","San Juan Estate, Gran Couva",1880,2016,78,"Austria",3.5,"Trinidad","Gorzka"
"Zokoko","Guadalcanal",1716,2016,78,"Australia",3.75,"Solomon Islands","Gorzka"
"Zokoko","Goddess Blend",1780,2016,65,"Australia",3.25," ","Deserowa"
"Zokoko","Alto Beni",697,2011,68,"Australia",3.5,"Bolivia","Deserowa"
"Zokoko","Tokiala",701,2011,66,"Australia",3.5,"Papua New Guinea","Deserowa"
"Zokoko","Tranquilidad, Baures",701,2011,72,"Australia",3.75,"Bolivia","Gorzka"
"Zotter","Raw",1205,2014,80,"Austria",2.75," ","Gorzka"
"Zotter","Bocas del Toro, Cocabo Co-op",801,2012,72,"Austria",3.5,"Panama","Gorzka"
"Zotter","Amazonas Frucht",801,2012,65,"Austria",3.5," ","Deserowa"
"Zotter","Satipo Pangoa region, 16hr conche",875,2012,70,"Austria",3,"Peru","Deserowa"
"Zotter","Satipo Pangoa region, 20hr conche",875,2012,70,"Austria",3.5,"Peru","Deserowa"
"Zotter","Loma Los Pinos, Yacao region, D.R.",875,2012,62,"Austria",3.75,"Dominican Republic","Deserowa"
"Zotter","El Oro",879,2012,75,"Austria",3,"Ecuador","Gorzka"
"Zotter","Huiwani Coop",879,2012,75,"Austria",3,"Papua New Guinea","Gorzka"
"Zotter","El Ceibo Coop",879,2012,90,"Austria",3.25,"Bolivia","Gorzka"
"Zotter","Santo Domingo",879,2012,70,"Austria",3.75,"Dominican Republic","Deserowa"
"Zotter","Kongo, Highlands",883,2012,68,"Austria",3.25,"Congo","Deserowa"
"Zotter","Indianer, Raw",883,2012,58,"Austria",3.5," ","Deserowa"
"Zotter","Peru",647,2011,70,"Austria",3.75,"Peru","Deserowa"
"Zotter","Congo",749,2011,65,"Austria",3,"Congo","Deserowa"
"Zotter","Kerala State",749,2011,65,"Austria",3.5,"India","Deserowa"
"Zotter","Kerala State",781,2011,62,"Austria",3.25,"India","Deserowa"
"Zotter","Brazil, Mitzi Blue",486,2010,65,"Austria",3,"Brazil","Deserowa"
